"dieta","cambio_col","nivel"
"chia",47.205545194418,"riesgoso"
"chia",57.545886232133,"alto"
"chia",37.688618189572,"riesgoso"
"chia",40.558996678127,"riesgoso"
"chia",65.230120712868,"alto"
"chia",15.5746087413239,"saludable"
"chia",17.435108335932,"saludable"
"chia",58.653384096611,"alto"
"chia",-8.670198328436,"saludable"
"chia",35.585922992251,"riesgoso"
"chia",29.060234941583,"riesgoso"
"chia",44.012919295397,"riesgoso"
"chia",60.725930226137,"alto"
"chia",38.020753567032,"riesgoso"
"chia",36.954783085806,"riesgoso"
"chia",52.427773935672,"alto"
"chia",66.512055315727,"alto"
"chia",41.500750355048,"riesgoso"
"chia",0.358415352236307,"saludable"
"chia",25.294412694095,"riesgoso"
"chia",82.066056487443,"alto"
"chia",19.4310508349975,"saludable"
"chia",50.659201323772,"alto"
"chia",66.732182874082,"alto"
"chia",53.828889099105,"alto"
"chia",29.807928047348,"riesgoso"
"chia",36.57451905501,"riesgoso"
"chia",3.4060874698386,"saludable"
"chia",43.192808741158,"riesgoso"
"chia",3.4083074800337,"saludable"
"chia",4.3854463693509,"saludable"
"chia",0.300170077545005,"saludable"
"chia",10.4736678922832,"saludable"
"chia",61.61839981482,"alto"
"chia",18.2736589970751,"saludable"
"chia",27.882408191698,"riesgoso"
"chia",16.1384757150886,"saludable"
"chia",46.227248009708,"riesgoso"
"chia",57.949049127795,"alto"
"chia",23.721769643748,"riesgoso"
"chia",48.520501454164,"riesgoso"
"chia",17.8476746191995,"saludable"
"chia",61.59311288368,"alto"
"chia",48.068527386988,"riesgoso"
"chia",60.523835303885,"alto"
"chia",48.245019540361,"riesgoso"
"chia",36.202079863395,"riesgoso"
"chia",-26.9318187538202,"saludable"
"chia",9.5225150496522,"saludable"
"chia",44.440152463463,"riesgoso"
"chia",16.1090688599262,"saludable"
"chia",21.607749126599,"riesgoso"
"chia",17.5892956634654,"saludable"
"chia",78.562995629829,"alto"
"chia",8.3683286740857,"saludable"
"chia",16.4072052801573,"saludable"
"chia",30.427714824352,"riesgoso"
"chia",36.472938635859,"riesgoso"
"chia",35.666105858793,"riesgoso"
"chia",28.495545169947,"riesgoso"
"chia",-14.8625889575644,"saludable"
"chia",41.035132585008,"riesgoso"
"chia",45.514320665267,"riesgoso"
"chia",15.469936048469,"saludable"
"chia",50.245668477695,"alto"
"chia",7.126541843038,"saludable"
"chia",41.582213725145,"riesgoso"
"chia",10.0798996607258,"saludable"
"chia",-21.730325854628,"saludable"
"chia",64.689572379093,"alto"
"chia",50.805197696141,"alto"
"chia",34.294690685025,"riesgoso"
"chia",74.784406805421,"alto"
"chia",-18.964604368725,"saludable"
"chia",33.83538070036,"riesgoso"
"chia",-42.1099118139018,"saludable"
"chia",73.317847667009,"alto"
"chia",3.6332084907628,"saludable"
"chia",-9.1931498164695,"saludable"
"chia",3.6840302223939,"saludable"
"chia",-4.9314137846864,"saludable"
"chia",-29.4704304016614,"saludable"
"chia",0.301672954091899,"saludable"
"chia",25.449461965023,"riesgoso"
"chia",57.375203719463,"alto"
"chia",42.230094247335,"riesgoso"
"chia",-7.26553125615141,"saludable"
"chia",10.7191676432756,"saludable"
"chia",87.907310664754,"alto"
"chia",42.305980920426,"riesgoso"
"chia",-8.7404796291513,"saludable"
"chia",109.051361242958,"alto"
"chia",44.612168646907,"riesgoso"
"chia",55.616769538376,"alto"
"chia",62.653281163538,"alto"
"chia",36.780418712665,"riesgoso"
"chia",32.045965126862,"riesgoso"
"chia",0.455534020319405,"saludable"
"chia",-9.3256326553123,"saludable"
"chia",103.921660056905,"alto"
"chia",10.0371579041679,"saludable"
"chia",57.385879440679,"alto"
"chia",58.939926788681,"alto"
"chia",78.240088113951,"alto"
"chia",85.061985747065,"alto"
"chia",51.073881997336,"alto"
"chia",66.535622362619,"alto"
"chia",-3.7096148743875,"saludable"
"chia",50.04990346618,"alto"
"chia",66.492344650096,"alto"
"chia",37.037260618445,"riesgoso"
"chia",17.4391023749284,"saludable"
"chia",37.146602698854,"riesgoso"
"chia",13.4823542378876,"saludable"
"chia",14.9819169443418,"saludable"
"chia",64.916924761257,"alto"
"chia",94.666108632777,"alto"
"chia",-21.2747102730751,"saludable"
"chia",-18.0246784537035,"saludable"
"chia",-1.1566024038811,"saludable"
"chia",39.692826618339,"riesgoso"
"chia",3.3345853879449,"saludable"
"chia",41.810369456553,"riesgoso"
"chia",37.096244042008,"riesgoso"
"chia",17.0850955953917,"saludable"
"chia",13.5620062099465,"saludable"
"chia",-9.6675497650656,"saludable"
"chia",50.463802481436,"alto"
"chia",94.883684445961,"alto"
"chia",17.4999105212179,"saludable"
"chia",-10.7195369077968,"saludable"
"chia",9.8632061424137,"saludable"
"chia",49.497547303587,"alto"
"chia",53.138735243132,"alto"
"chia",110.29895781552,"alto"
"chia",-11.1261426376142,"saludable"
"chia",31.732774364874,"riesgoso"
"chia",24.087974754971,"riesgoso"
"chia",-7.845528765666,"saludable"
"chia",10.1267231509045,"saludable"
"chia",-9.9705697344715,"saludable"
"chia",38.319708623581,"riesgoso"
"chia",62.566015467406,"alto"
"chia",-19.281554684198,"saludable"
"chia",16.2845922467518,"saludable"
"chia",73.835155363575,"alto"
"chia",-20.175978070725,"saludable"
"chia",76.832879893157,"alto"
"chia",-14.8011194346675,"saludable"
"chia",-5.4734742176407,"saludable"
"chia",19.3023935710264,"saludable"
"chia",2.5307962614538,"saludable"
"chia",55.484564551281,"alto"
"chia",15.3117828566628,"saludable"
"chia",51.839496305681,"alto"
"chia",11.4206034392059,"saludable"
"chia",40.312066288859,"riesgoso"
"chia",84.408762021354,"alto"
"chia",73.596804898297,"alto"
"chia",42.372883289607,"riesgoso"
"chia",36.059278781228,"riesgoso"
"chia",80.530406953113,"alto"
"chia",1.0552656619703,"saludable"
"chia",49.86465582734,"alto"
"chia",13.3996801801088,"saludable"
"chia",103.326156917493,"alto"
"chia",20.861104908248,"riesgoso"
"chia",26.478903944353,"riesgoso"
"chia",59.082863615464,"alto"
"chia",47.728188898278,"riesgoso"
"chia",-6.26875204570131,"saludable"
"chia",20.942147297828,"riesgoso"
"chia",42.037814254592,"riesgoso"
"chia",-20.6510472419452,"saludable"
"chia",8.6102258586601,"saludable"
"chia",22.370989900207,"riesgoso"
"chia",-0.047004854143907,"saludable"
"chia",2.2769893931343,"saludable"
"chia",43.207367068694,"riesgoso"
"chia",20.195501671516,"riesgoso"
"chia",21.765723740271,"riesgoso"
"chia",68.524261766083,"alto"
"chia",39.1263532976,"riesgoso"
"chia",68.21047967704,"alto"
"chia",61.003437967153,"alto"
"chia",49.961524684273,"alto"
"chia",20.600156742445,"riesgoso"
"chia",43.922300559693,"riesgoso"
"chia",44.358175794371,"riesgoso"
"chia",106.08707384238,"alto"
"chia",13.9481074392863,"saludable"
"chia",71.043186662634,"alto"
"chia",34.255328703848,"riesgoso"
"chia",6.5155509318373,"saludable"
"chia",86.445561986775,"alto"
"chia",46.587685939417,"riesgoso"
"chia",-25.3456975031111,"saludable"
"chia",13.490762589194,"saludable"
"chia",29.219557241234,"riesgoso"
"chia",-34.7775108474067,"saludable"
"chia",83.118002412887,"alto"
"chia",52.814204467797,"alto"
"chia",15.4637146196599,"saludable"
"chia",15.8170830218966,"saludable"
"chia",39.950162239068,"riesgoso"
"chia",0.830976072968397,"saludable"
"chia",14.0626737181574,"saludable"
"chia",31.861102204576,"riesgoso"
"chia",33.105899639884,"riesgoso"
"chia",65.09397986551,"alto"
"chia",41.825676033596,"riesgoso"
"chia",25.976929158348,"riesgoso"
"chia",18.6037330255353,"saludable"
"chia",68.359997446314,"alto"
"chia",9.0200307160474,"saludable"
"chia",46.927515769055,"riesgoso"
"chia",39.088258674622,"riesgoso"
"chia",36.463234703193,"riesgoso"
"chia",57.630089979654,"alto"
"chia",3.3734432297454,"saludable"
"chia",29.913209580917,"riesgoso"
"chia",24.144791273201,"riesgoso"
"chia",-37.040367037339,"saludable"
"chia",44.349689549071,"riesgoso"
"chia",78.680760462047,"alto"
"chia",-5.8822225663143,"saludable"
"chia",79.78527486496,"alto"
"chia",36.136363016486,"riesgoso"
"chia",71.579275581258,"alto"
"chia",4.2656461560003,"saludable"
"chia",50.575862276059,"alto"
"chia",12.5501238136609,"saludable"
"chia",9.46341271143351,"saludable"
"chia",41.354187662872,"riesgoso"
"chia",69.388722288454,"alto"
"chia",39.420645625661,"riesgoso"
"chia",14.934444782384,"saludable"
"chia",67.563438105622,"alto"
"chia",20.905338659079,"riesgoso"
"chia",54.336955933344,"alto"
"chia",-7.78136380622649,"saludable"
"chia",52.889618675866,"alto"
"chia",5.8963937901587,"saludable"
"chia",18.6184824959266,"saludable"
"chia",-10.9948285634071,"saludable"
"chia",135.578971948909,"alto"
"chia",-6.39445491068599,"saludable"
"chia",35.830719518933,"riesgoso"
"chia",32.830969115282,"riesgoso"
"chia",3.64525744176269,"saludable"
"chia",37.813075762676,"riesgoso"
"chia",49.731211886337,"alto"
"chia",52.973895885452,"alto"
"chia",-37.0608187832151,"saludable"
"chia",2.9152164928653,"saludable"
"chia",25.008484955059,"riesgoso"
"chia",28.035017499238,"riesgoso"
"chia",14.8308593707215,"saludable"
"chia",45.608601439955,"riesgoso"
"chia",31.071044492245,"riesgoso"
"chia",2.6793130797801,"saludable"
"chia",57.430293720446,"alto"
"chia",19.8987263740412,"saludable"
"chia",32.842885702391,"riesgoso"
"chia",93.81662149165,"alto"
"chia",35.897534354724,"riesgoso"
"chia",0.971857813387103,"saludable"
"chia",21.4530826547,"riesgoso"
"chia",34.933379910783,"riesgoso"
"chia",-3.3561243157301,"saludable"
"chia",-27.8809445776933,"saludable"
"chia",15.8921742991677,"saludable"
"chia",46.031635018912,"riesgoso"
"chia",2.3685017187462,"saludable"
"chia",50.531230578755,"alto"
"chia",75.662363103332,"alto"
"chia",35.838399148104,"riesgoso"
"chia",80.916741525253,"alto"
"chia",38.342045586524,"riesgoso"
"chia",12.8696861145453,"saludable"
"chia",25.263616800275,"riesgoso"
"chia",104.650180604686,"alto"
"chia",62.141072821115,"alto"
"chia",40.266572296306,"riesgoso"
"chia",36.639822799375,"riesgoso"
"chia",32.050882261801,"riesgoso"
"chia",39.222648072315,"riesgoso"
"chia",75.259015905559,"alto"
"chia",48.475267173006,"riesgoso"
"chia",32.694360542598,"riesgoso"
"chia",-41.953581906562,"saludable"
"chia",31.434218723871,"riesgoso"
"chia",40.084300650898,"riesgoso"
"chia",43.045372080939,"riesgoso"
"chia",36.330708869971,"riesgoso"
"chia",33.323804670277,"riesgoso"
"chia",-29.7996873208763,"saludable"
"chia",75.150471154129,"alto"
"chia",40.624713565439,"riesgoso"
"chia",43.045133406084,"riesgoso"
"chia",53.047317444622,"alto"
"chia",42.290651059541,"riesgoso"
"chia",-29.2995480303863,"saludable"
"chia",-2.6273809039586,"saludable"
"chia",61.945919092105,"alto"
"chia",93.606076106382,"alto"
"chia",14.8248739961028,"saludable"
"chia",42.209612415955,"riesgoso"
"chia",91.200772618096,"alto"
"chia",24.181938827878,"riesgoso"
"chia",71.106686858283,"alto"
"chia",14.5392795664725,"saludable"
"chia",8.4530158177416,"saludable"
"chia",24.682731436895,"riesgoso"
"chia",17.952706100494,"saludable"
"chia",54.896507028646,"alto"
"chia",6.4258015692626,"saludable"
"chia",1.8449635036431,"saludable"
"chia",42.534203040387,"riesgoso"
"chia",92.942935309532,"alto"
"chia",16.5341297486003,"saludable"
"chia",-2.8586427747064,"saludable"
"chia",14.1308174861395,"saludable"
"chia",15.4561818584828,"saludable"
"chia",33.832711261432,"riesgoso"
"chia",27.759806795274,"riesgoso"
"chia",19.2251359334398,"saludable"
"chia",-31.4544167698332,"saludable"
"chia",7.464599382247,"saludable"
"chia",-17.4414900053063,"saludable"
"chia",21.306718273276,"riesgoso"
"chia",9.2413641594658,"saludable"
"chia",24.840361628179,"riesgoso"
"chia",23.323079693012,"riesgoso"
"chia",57.57723836492,"alto"
"chia",-3.3019644028462,"saludable"
"chia",10.1733300838118,"saludable"
"chia",3.7867526306987,"saludable"
"chia",26.015708966021,"riesgoso"
"chia",39.164673108261,"riesgoso"
"chia",94.9152745416,"alto"
"chia",56.411355145088,"alto"
"chia",45.153487576399,"riesgoso"
"chia",33.317706158409,"riesgoso"
"chia",21.214242523717,"riesgoso"
"chia",53.169599751592,"alto"
"chia",93.863826872422,"alto"
"chia",46.439039108159,"riesgoso"
"chia",75.963876867963,"alto"
"chia",79.992925611734,"alto"
"chia",15.6599985234404,"saludable"
"chia",18.9395512415049,"saludable"
"chia",14.5150161845145,"saludable"
"chia",41.908130679855,"riesgoso"
"chia",20.55384719974,"riesgoso"
"chia",9.4593059783079,"saludable"
"chia",78.967433668988,"alto"
"chia",9.4639871565778,"saludable"
"chia",20.607690913359,"riesgoso"
"chia",10.7990204293196,"saludable"
"chia",49.059130732524,"alto"
"chia",30.745450978692,"riesgoso"
"chia",36.828666347483,"riesgoso"
"chia",22.617952608521,"riesgoso"
"chia",30.726714880791,"riesgoso"
"chia",-7.3374739712695,"saludable"
"chia",-6.1792361860627,"saludable"
"chia",38.192818510589,"riesgoso"
"chia",81.882421007527,"alto"
"chia",-1.9485260658255,"saludable"
"chia",26.587899349698,"riesgoso"
"chia",10.6874558721238,"saludable"
"chia",58.219452532679,"alto"
"chia",87.564305277814,"alto"
"chia",-0.181366501937603,"saludable"
"chia",46.412478912438,"riesgoso"
"chia",31.015411756604,"riesgoso"
"chia",20.52513211734,"riesgoso"
"chia",38.656337779899,"riesgoso"
"chia",19.6682339383279,"saludable"
"chia",33.498943052553,"riesgoso"
"chia",46.28897903846,"riesgoso"
"chia",64.318426328506,"alto"
"chia",-8.53646535285679,"saludable"
"chia",57.594353712059,"alto"
"chia",4.6172951738598,"saludable"
"chia",-12.5791281880245,"saludable"
"chia",-49.9709276746315,"saludable"
"chia",55.053184224125,"alto"
"chia",101.323396468188,"alto"
"chia",30.419091248156,"riesgoso"
"chia",-19.0027198391512,"saludable"
"chia",44.66797419661,"riesgoso"
"chia",-0.575382275608206,"saludable"
"chia",62.71660448619,"alto"
"chia",-4.1840941504384,"saludable"
"chia",29.528230949808,"riesgoso"
"chia",38.924738467667,"riesgoso"
"chia",126.017701201098,"alto"
"chia",32.677327330821,"riesgoso"
"chia",47.129170139754,"riesgoso"
"chia",45.860568913137,"riesgoso"
"chia",16.772856053382,"saludable"
"chia",9.81619894914979,"saludable"
"chia",94.629400940358,"alto"
"chia",47.815581489151,"riesgoso"
"chia",18.4780869589694,"saludable"
"chia",51.593498285727,"alto"
"chia",81.245202058775,"alto"
"chia",62.256470024121,"alto"
"chia",53.322611016565,"alto"
"chia",31.566001407269,"riesgoso"
"chia",-2.5109545510811,"saludable"
"chia",29.734313794329,"riesgoso"
"chia",90.919293365364,"alto"
"chia",-3.39986799706681,"saludable"
"chia",64.148157737326,"alto"
"chia",11.5532207355365,"saludable"
"chia",-35.8060984482732,"saludable"
"chia",-6.47059116249071,"saludable"
"chia",28.64020915482,"riesgoso"
"chia",77.964378731341,"alto"
"chia",57.826265985634,"alto"
"chia",54.87853657263,"alto"
"chia",60.738116274054,"alto"
"chia",15.712857950685,"saludable"
"chia",79.166051786432,"alto"
"chia",11.0384712522753,"saludable"
"chia",-11.3885572800535,"saludable"
"chia",22.276327558224,"riesgoso"
"chia",80.39918134234,"alto"
"chia",-46.375741130347,"saludable"
"chia",30.362363521776,"riesgoso"
"chia",88.827753334969,"alto"
"chia",18.4228355647557,"saludable"
"chia",57.322726437514,"alto"
"chia",-13.4439238258977,"saludable"
"chia",-3.6484378865356,"saludable"
"chia",0.791462824638103,"saludable"
"chia",27.98439234279,"riesgoso"
"chia",-34.1952573922985,"saludable"
"chia",-7.9043773207822,"saludable"
"chia",32.499239064334,"riesgoso"
"chia",35.649753892004,"riesgoso"
"chia",35.694425803119,"riesgoso"
"chia",36.528460570206,"riesgoso"
"chia",10.5355757473856,"saludable"
"chia",37.643231491265,"riesgoso"
"chia",15.935099560429,"saludable"
"chia",-5.7753016150961,"saludable"
"chia",33.636847054476,"riesgoso"
"chia",-1.0779797284796,"saludable"
"chia",24.243351157409,"riesgoso"
"chia",0.883609905749594,"saludable"
"chia",31.733158129499,"riesgoso"
"chia",-33.320780239063,"saludable"
"chia",59.34528821964,"alto"
"chia",41.130652102894,"riesgoso"
"chia",51.627327916764,"alto"
"chia",86.387846405864,"alto"
"chia",18.110516637767,"saludable"
"chia",33.309688424186,"riesgoso"
"chia",12.2057735628238,"saludable"
"chia",42.588653094231,"riesgoso"
"chia",13.6278377033052,"saludable"
"chia",64.827644984128,"alto"
"chia",49.194535030938,"alto"
"chia",26.339386704273,"riesgoso"
"chia",35.53935079307,"riesgoso"
"chia",14.4658193206086,"saludable"
"chia",32.039650567583,"riesgoso"
"chia",24.456085333388,"riesgoso"
"chia",-12.110748455858,"saludable"
"chia",36.892221166484,"riesgoso"
"chia",3.3275609563397,"saludable"
"chia",25.187964699023,"riesgoso"
"chia",22.735896189999,"riesgoso"
"chia",29.134884110237,"riesgoso"
"chia",20.513535773923,"riesgoso"
"chia",17.5151973772873,"saludable"
"chia",-0.716878710775106,"saludable"
"chia",62.984858253251,"alto"
"chia",54.531374114167,"alto"
"chia",35.066265288837,"riesgoso"
"chia",31.15996321289,"riesgoso"
"chia",62.345246753167,"alto"
"chia",41.382818912819,"riesgoso"
"chia",-2.345236768833,"saludable"
"chia",35.662904048847,"riesgoso"
"chia",77.494005226538,"alto"
"chia",22.49663114423,"riesgoso"
"chia",40.289826582245,"riesgoso"
"chia",26.25894350878,"riesgoso"
"chia",0.200557109972294,"saludable"
"chia",-0.6431725520561,"saludable"
"chia",55.219287835652,"alto"
"chia",55.487193546499,"alto"
"chia",44.088568261777,"riesgoso"
"chia",-8.0896578267849,"saludable"
"chia",-3.1536065652988,"saludable"
"chia",-26.9383789548191,"saludable"
"chia",44.753617947047,"riesgoso"
"chia",8.858330495218,"saludable"
"chia",83.327283892992,"alto"
"chia",22.638329119808,"riesgoso"
"chia",-33.3375695388765,"saludable"
"chia",12.4405639250263,"saludable"
"chia",14.462888223344,"saludable"
"chia",45.417574357154,"riesgoso"
"chia",11.2071924347797,"saludable"
"chia",35.764277853667,"riesgoso"
"chia",-12.818339750631,"saludable"
"chia",42.029730839397,"riesgoso"
"chia",64.846948681327,"alto"
"chia",39.790404136455,"riesgoso"
"chia",-0.449468202665003,"saludable"
"chia",33.037750868482,"riesgoso"
"chia",59.756798374346,"alto"
"chia",63.079522760554,"alto"
"chia",38.41125049756,"riesgoso"
"chia",17.8146777093762,"saludable"
"chia",68.592380704342,"alto"
"chia",22.379082641666,"riesgoso"
"chia",-4.333461111437,"saludable"
"chia",37.99232730436,"riesgoso"
"chia",49.105672450192,"alto"
"chia",-12.0634527809803,"saludable"
"chia",-15.3547448105026,"saludable"
"chia",20.964214222093,"riesgoso"
"chia",44.740834466475,"riesgoso"
"chia",3.0553051266415,"saludable"
"chia",-17.2516444339627,"saludable"
"chia",14.9022999922899,"saludable"
"chia",11.3127467710219,"saludable"
"chia",9.45510030900449,"saludable"
"chia",23.354497067772,"riesgoso"
"chia",41.641524980813,"riesgoso"
"chia",5.8105063287872,"saludable"
"chia",13.5836083692009,"saludable"
"chia",66.404824322603,"alto"
"chia",17.4896030976198,"saludable"
"chia",34.937795555317,"riesgoso"
"chia",-17.0888102184581,"saludable"
"chia",74.000276697049,"alto"
"chia",-14.8825634848555,"saludable"
"chia",-4.50867056741519,"saludable"
"chia",-30.6902743184098,"saludable"
"chia",9.550428149621,"saludable"
"chia",45.210312419675,"riesgoso"
"chia",52.413356828144,"alto"
"chia",35.279670427349,"riesgoso"
"chia",16.8742926237208,"saludable"
"chia",58.2817846053,"alto"
"chia",56.731348805086,"alto"
"chia",-20.7535787284801,"saludable"
"chia",8.6355782160641,"saludable"
"chia",20.031933234924,"riesgoso"
"chia",59.491003587393,"alto"
"chia",0.358746476786806,"saludable"
"chia",37.966393383082,"riesgoso"
"chia",8.15441535421699,"saludable"
"chia",71.26215040417,"alto"
"chia",12.0220700241809,"saludable"
"chia",21.834803953961,"riesgoso"
"chia",42.159743198696,"riesgoso"
"chia",55.402023701766,"alto"
"chia",45.543779512269,"riesgoso"
"chia",77.382413127126,"alto"
"chia",26.611449055408,"riesgoso"
"chia",15.460412032417,"saludable"
"chia",-41.3356147832497,"saludable"
"chia",10.9185597882426,"saludable"
"chia",31.069913112174,"riesgoso"
"chia",26.724993700464,"riesgoso"
"chia",-26.1391548457646,"saludable"
"chia",27.620007291242,"riesgoso"
"chia",20.442094327629,"riesgoso"
"chia",33.545433555852,"riesgoso"
"chia",45.972108931876,"riesgoso"
"chia",24.069481800665,"riesgoso"
"chia",79.931370812818,"alto"
"chia",39.434852591818,"riesgoso"
"chia",48.047752761267,"riesgoso"
"chia",-12.8867260727088,"saludable"
"chia",15.8100256178239,"saludable"
"chia",15.3633351262493,"saludable"
"chia",60.821659475386,"alto"
"chia",-2.8729105869011,"saludable"
"chia",2.5066317465769,"saludable"
"chia",61.622843376031,"alto"
"chia",-13.1950210495392,"saludable"
"chia",45.976923277156,"riesgoso"
"chia",-1.4078632251498,"saludable"
"chia",32.621576426905,"riesgoso"
"chia",24.776649283097,"riesgoso"
"chia",13.9852100774398,"saludable"
"chia",32.979532407928,"riesgoso"
"chia",-0.603212972208596,"saludable"
"chia",42.901254948274,"riesgoso"
"chia",75.085432772499,"alto"
"chia",21.877176136303,"riesgoso"
"chia",56.146662463337,"alto"
"chia",-6.4888143119576,"saludable"
"chia",-26.7821600565562,"saludable"
"chia",5.3285228815287,"saludable"
"chia",52.553460453187,"alto"
"chia",53.207235545854,"alto"
"chia",-23.6259677339441,"saludable"
"chia",32.66452407505,"riesgoso"
"chia",24.598412881757,"riesgoso"
"chia",-14.151447063377,"saludable"
"chia",44.702848405106,"riesgoso"
"chia",18.0650038278825,"saludable"
"chia",24.909616754521,"riesgoso"
"chia",-36.4494846052759,"saludable"
"chia",60.244357086665,"alto"
"chia",45.727820860511,"riesgoso"
"chia",37.94461906243,"riesgoso"
"chia",18.3523093708104,"saludable"
"chia",18.0164424120888,"saludable"
"chia",36.814385709502,"riesgoso"
"chia",11.6652905918505,"saludable"
"chia",46.219514334089,"riesgoso"
"chia",57.298650052029,"alto"
"chia",72.198668290597,"alto"
"chia",7.33238636200559,"saludable"
"chia",29.38222713475,"riesgoso"
"chia",34.135755475389,"riesgoso"
"chia",2.3537882252097,"saludable"
"chia",47.295702941211,"riesgoso"
"chia",38.966811586636,"riesgoso"
"chia",4.1309689009428,"saludable"
"chia",5.6958572563523,"saludable"
"chia",44.176676941178,"riesgoso"
"chia",47.054970760784,"riesgoso"
"chia",72.392948081453,"alto"
"chia",31.764521411506,"riesgoso"
"chia",12.4965623741992,"saludable"
"chia",38.103692553303,"riesgoso"
"chia",62.341393228636,"alto"
"chia",25.602611352275,"riesgoso"
"chia",10.942392283206,"saludable"
"chia",45.722539636668,"riesgoso"
"chia",63.154382426247,"alto"
"chia",14.9696429120039,"saludable"
"chia",42.725778044674,"riesgoso"
"chia",-2.3207298522416,"saludable"
"chia",11.2248752762254,"saludable"
"chia",55.203617123885,"alto"
"chia",28.21600171986,"riesgoso"
"chia",27.683473631277,"riesgoso"
"chia",42.501288822688,"riesgoso"
"chia",-11.3974298477798,"saludable"
"chia",-14.4644979929772,"saludable"
"chia",33.662142321922,"riesgoso"
"chia",65.87662337955,"alto"
"chia",22.37812784013,"riesgoso"
"chia",19.6677805130941,"saludable"
"chia",-24.2939745336395,"saludable"
"chia",-18.9268505490013,"saludable"
"chia",21.841023847153,"riesgoso"
"chia",-23.7270403670779,"saludable"
"chia",23.145023200592,"riesgoso"
"chia",83.527228448175,"alto"
"chia",25.010592747569,"riesgoso"
"chia",54.27262181615,"alto"
"chia",0.830119614725106,"saludable"
"chia",-28.5750706213431,"saludable"
"chia",83.592675585888,"alto"
"chia",69.389632441511,"alto"
"chia",63.260242039735,"alto"
"chia",0.203978253272496,"saludable"
"chia",45.782994090577,"riesgoso"
"chia",6.9578696329652,"saludable"
"chia",45.870001529344,"riesgoso"
"chia",34.276139752434,"riesgoso"
"chia",-16.2147993902398,"saludable"
"chia",6.69572703587249,"saludable"
"chia",-61.5989937231317,"saludable"
"chia",56.144228705545,"alto"
"chia",35.728864455671,"riesgoso"
"chia",55.487178872029,"alto"
"chia",13.0955480245007,"saludable"
"chia",66.132507843301,"alto"
"chia",81.1347806087,"alto"
"chia",28.259741813079,"riesgoso"
"chia",53.126301502371,"alto"
"chia",29.169290287087,"riesgoso"
"chia",69.093932879912,"alto"
"chia",8.65242342810279,"saludable"
"chia",6.8642385373569,"saludable"
"chia",-10.1672347443678,"saludable"
"chia",42.244819572652,"riesgoso"
"chia",36.196127659735,"riesgoso"
"chia",23.265710880238,"riesgoso"
"chia",-15.1208449138162,"saludable"
"chia",37.163951367865,"riesgoso"
"chia",16.7971655594456,"saludable"
"chia",62.578450027449,"alto"
"chia",38.638118344001,"riesgoso"
"chia",12.2225328461391,"saludable"
"chia",-0.914470227743394,"saludable"
"chia",51.682165729254,"alto"
"chia",5.5550232134996,"saludable"
"chia",42.43905460853,"riesgoso"
"chia",24.220904143824,"riesgoso"
"chia",17.6967402579013,"saludable"
"chia",36.19084610031,"riesgoso"
"chia",38.538905590392,"riesgoso"
"chia",11.8534549275743,"saludable"
"chia",47.496617777401,"riesgoso"
"chia",38.404350292447,"riesgoso"
"chia",69.468310262088,"alto"
"chia",-13.5803046398656,"saludable"
"chia",-4.7402743761739,"saludable"
"chia",28.58465145158,"riesgoso"
"chia",34.887370371975,"riesgoso"
