,track,album,album_cover,artist,sample,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,lyrics
10,The Wicker Man - 2015 Remaster,Brave New World (2015 Remaster),https://i.scdn.co/image/ab67616d0000b273e1c50403652529dccf16f84c,Iron Maiden,https://p.scdn.co/mp3-preview/a7683ce1147a2f774f5bde6b5f05880655ccaeea?cid=b1e13d47b67249bda69ed912bb4f7133,2000,275253,60,0.000855,0.424,0.98,5.72e-06,0.129,-4.33,0.154,101.502,4,"  Hand of fate is moving and the finger points to you He knocks you to your feet and so what are you gonna do? Your tongue has frozen now you've got something to say The piper at the gates of dawn is calling you his way  You watch the world exploding every single night Dancing in the sun, a newborn in the light Say goodbye to gravity and say goodbye to death Hello to eternity and live for every breath  Your time will come Your time will come Your time will come Your time will come  The ferryman wants his money, you ain't gonna give it back He can push his own boat as you set off up the track Nothing you can contemplate will ever be the same Every second is a new spark, sets the universe aflame  You watch the world exploding every single night Dancing in the sun, a newborn in the light Brothers and their fathers joining hands and make a chain The shadow of the wicker man is rising up again  Your time will come Your time will come Your time will come Your time will come  
 Your time will come Your time will come Your time will come Your time will come Your time will come Your time will come Your time will come Your time will come  Whoa, whoa, whoa, whoa Whoa, whoa, whoa, whoa Whoa, whoa, whoa, whoa Whoa, whoa, whoa, whoa"
11,The Evil That Men Do - 2015 Remaster,Seventh Son of a Seventh Son (2015 Remaster),https://i.scdn.co/image/ab67616d0000b2731d7e954fb2f8b98a4cea3eca,Iron Maiden,https://p.scdn.co/mp3-preview/7ceb35d3b38056c4a0d6cb444bdefdb0534ba278?cid=b1e13d47b67249bda69ed912bb4f7133,1988,274213,58,0.00852,0.255,0.977,2.8e-06,0.0776,-4.672,0.11,161.738,4," Love is a razor and I walked the line on that silver blade Slept in the dust with his daughter Her eyes red with the slaughter of innocence And I will pray for her, I will call her name out loud I would bleed for her, If I could only see her now  Living on a razor's edge Balancing on a ledge Living on a razor's edge, oh Balancing on a ledge, oh Balancing on a ledge, oh Living on a razor's edge Balancing on a ledge, you know, you know  The evil that men do lives on and on The evil that men do lives on and on The evil that men do lives on and on The evil that men do lives on and on  Circle of fire, my baptism of joy at an end it seems The seventh lamb slain,  the book of life opens before me And I will pray for you, some day I may return Don't you cry for me, beyond is where I learn  Living on a razor's edge Balancing on a ledge Living on a razor's edge You know, you know  The evil that men do lives on and on The evil that men do lives on and on The evil that men do lives on and on The evil that men do lives on and on  
 Living on a razor's edge Balancing on a ledge Living on a razor's edge You know, you know  The evil that men do lives on and on The evil that men do lives on and on The evil that men do lives on and on The evil that men do lives on and on  The evil, the evil The evil that men do The evil, the evil The evil that men do Aw! Aw!"
12,The Writing on the Wall,Senjutsu,https://i.scdn.co/image/ab67616d0000b2739dded020fbe39dc9c3d3122f,Iron Maiden,https://p.scdn.co/mp3-preview/e374ca859b3d7df0e3455b48d1b79c7eaaba8bee?cid=b1e13d47b67249bda69ed912bb4f7133,2021-09-03,373898,59,0.00158,0.402,0.912,0.000179,0.0923,-5.447,0.0442,90.045,4," Across a painted desert lies a train of vagabonds All that's left of what we were it's what we have become Once our empires glorious, but now the empire's gone The dead gave us the time to live and now our time is done  Now we are victorious, we've become our slaves A land of hope and glory   building graveyards for the brave  Have you seen the writing on the wall? Have you seen that writing? Can you see the riders on the storm? Can you see them riding? Can you see them riding?  Holding onto fury is that all we ever know Ignorance our judge and jury, all we've got to show From Hollywood to Babylon, holy war to kingdom come On a trail of dust and ashes when the burning sky is done  A tide of change is coming and that is what you fear The earthquake is a-coming, but you don't want to hear You're just too blind to see  Have you seen the writing on the wall? Have you seen that writing? Can you see the riders on the storm? Can you see them riding? Can you see them riding? Riding next to you   Have you seen the writing on the wall? Have you seen that writing? Can you see the riders on the storm? Can you see them riding? Have you seen the writing on the wall? Have you seen that writing? Can you see the riders on the storm? Can you see them riding? Can you see them riding? Riding next to you"
13,Be Quick or Be Dead - 2015 Remaster,Fear of the Dark (2015 Remaster),https://i.scdn.co/image/ab67616d0000b2730dda9c11454b9053d07f585a,Iron Maiden,https://p.scdn.co/mp3-preview/26ac990391f0f496b559666185d1f3561447e1a8?cid=b1e13d47b67249bda69ed912bb4f7133,1992,203653,58,9.4e-05,0.319,0.965,0.00221,0.141,-4.354,0.0646,127.721,4," Covered in sinners and dripping with guilt Making you money From slime and from filth Parading your bellies in ivory towers Investing our lives In your schemes and your powers  You've got to watch them Be quick or be dead Snake eyes in Heaven The thief's in your head You've got to watch them Be quick or be dead Snake eyes in Heaven The thief in your head  Be quick or be dead Be quick  Or be dead   See what's ruling all our lives See who's pulling strings See what's ruling all our lives See who pulls the strings I bet you won't fall on your face Your belly will hold you in place  The serpent is crawling inside of your ear He says you must vote For what you want to hear Don't matter what's wrong As long as you're alright Pull yourself stupid, rob yourself blind  You've got to watch them Be quick or be dead Snake eyes in Heaven The thief's in your head You've got to watch them Be quick or be dead Snake eyes in Heaven The thief's in your head
 Be quick or be dead Be quick  Or be dead    You've got to watch them Be quick or be dead Snake eyes in Heaven The thief's in your head You've got to watch them Be quick or be dead Snake eyes in Heaven The thief's in your head  Be quick or be dead! Be quick!"
14,Wrathchild - 2015 Remaster,Killers (2015 Remaster),https://i.scdn.co/image/ab67616d0000b273450ea0598665b1fb85c472d0,Iron Maiden,https://p.scdn.co/mp3-preview/1d019619402d3f6b359fc8526ded07c067aa7c27?cid=b1e13d47b67249bda69ed912bb4f7133,1981,175053,55,0.0188,0.438,0.93,0.349,0.196,-4.959,0.0484,104.812,4," Yeah  I was born into a scene of angriness and greed Dominance and persecution My mother was a queen ,  my dad I've never seen I was never meant to be  And now I spend my time looking all around For a man that's nowhere to be found Until I find him, I'm never gonna stop searching I'm gonna find my man, gonna travel around  'Cause I'm a wrathchild Yeah, I'm a wrathchild Well, I'm a wrathchild I'm coming to get you, ooh yeah, yeah   Oh... yeah!  Say it doesn't matter, ain't nothin' gonna alter The course of my destination I know I've got to find some serious peace of mind Or I know I'll just go crazy  But now I spend my time looking all around For a man that's nowhere to be found, ugh Until I find him, I'm never gonna stop searching I'm gonna find my man, gonna travel around  'Cause I'm a wrathchild Well, I'm a wrathchild Yeah, I'm a wrathchild I'm coming to get you, ooh yeah, yeah
 Yeah!"
15,Can I Play with Madness - 2015 Remaster,Seventh Son of a Seventh Son (2015 Remaster),https://i.scdn.co/image/ab67616d0000b2731d7e954fb2f8b98a4cea3eca,Iron Maiden,https://p.scdn.co/mp3-preview/5d79cec5cd7c74a31eaf7dcf06a6663ac7f596d8?cid=b1e13d47b67249bda69ed912bb4f7133,1988,211253,59,0.0891,0.313,0.981,0.0,0.264,-3.491,0.0981,140.56,1," Can I play with madness?  Give me the sense to wonder To wonder if I'm free Give me a sense of wonder To know I can be me Give me the strength to hold my head up Spit back in their face Don't need no key to unlock this door Gonna break down the walls Break out of this bad place  Can I play with madness? The prophet stared at his crystal ball Can I play with madness? There's no vision there at all Can I play with madness? The prophet looked at me and laughed at me, ha, he said: Can I play with madness? He said, ""You're blind, too blind to see""  Oh, said, ""You're too blind to see"" , mmm  I screamed aloud to the old man I said, ""Don't lie, don't say you don't know"" I say, ""You'll pay for this mischief In this world or the next"" Oh, and then he fixed me with a freezing glance And the hellfires raged in his eyes He said, ""You wanna know the truth son? Lord, I'll tell you the truth Your soul's gonna burn in a lake of fire""  Can I play with madness? The prophet stared at his crystal ball Can I play with madness? There's no vision there at all Can I play with madness? The prophet looked at me and laughed at me, haha, he said: Can I play with madness? He said, ""You're blind, too blind to see""
 Oh, ""Listen to me,"" said the prophet   Can I play with madness? The prophet stared at his crystal ball Can I play with madness? There's no vision there at all Can I play with madness? The prophet looked and he laughed at me, ha, he said: Can I play with madness? He said, ""You're blind, too blind to see""  Can I play with madness?"
16,Days Of Future Past,Senjutsu,https://i.scdn.co/image/ab67616d0000b2739dded020fbe39dc9c3d3122f,Iron Maiden,https://p.scdn.co/mp3-preview/d7dafd6d4f4a1d71c413f3d00fc486dabdf992f6?cid=b1e13d47b67249bda69ed912bb4f7133,2021-09-03,243754,56,0.000576,0.433,0.92,5.5e-05,0.123,-4.738,0.0409,92.466,4," A war in Heaven in God's rage He put me in this burning cage Holy fury locks me in Imprisoned by my deadly sin Every hour the shadow king Wonders what his clock will bring I've lived and loved and that's for sure My fatal quest forevermore  The days of future past to wander on the shore A king without a queen to die forevermore To wander in the wasteland Immortal to the end Waiting for the judgement But the judgement never ends  Once crucified you forgave it all But my own life condemned to fall Where's the glory in your name My twisted soul still burns in flame Hark you angels hear my call Father witness to my fall Between the lines of sin and pain I walk the earth now doomed again  The days of future past to wander on the shore A king without a queen to die forevermore To wander in the wasteland Immortal to the end Waiting for the judgement But the judgement never ends   The days of future past to wander on the shore A king without a queen to die forevermore To wander in the wasteland Immortal to the end Waiting for the judgement But the judgement never ends
 The days of future past to wander on the shore A king without a queen to die forevermore To wander in the wasteland Immortal to the end Waiting for the judgement But the judgement never ends"
17,Phantom of the Opera - 2015 Remaster,Iron Maiden (2015 Remaster),https://i.scdn.co/image/ab67616d0000b2736ac3ed972e1c181cd2ee8d55,Iron Maiden,https://p.scdn.co/mp3-preview/4fc9184aeda820db77b9d4b84cef647152d773fb?cid=b1e13d47b67249bda69ed912bb4f7133,1980,441466,59,6.28e-05,0.319,0.952,0.154,0.918,-5.315,0.0723,109.275,4," Oh-woah, yeah!  I've been looking so long for you now You won't get away from my grasp You've been living so long in hiding And hiding behind that false mask You know, and I know that you ain't got that long to last Your looks and your feelings are just the remains of your past  You're standing in the wings There you wait for the curtain to fall And knowing the terror and holding you have on us all Now, I know that you're gonna scratch me and maim me and maul And you know I'm helpless from your mesmerizing cat call Ooh  Keep your distance, walk away, don't take his bait Don't you stray, don't fade away, yeah Watch your step, he's out to get you, come what may Don't you stray from the narrow way, yeah      I'm running and hiding in my dreams, you're always there You're the Phantom of the Opera You're the devil, you're just out to scare You damaged my mind and my soul, it just floats through the air You haunt me, you taunt me You torture me back at your lair"
18,Children of the Damned - 2015 Remaster,The Number of the Beast (2015 Remaster),https://i.scdn.co/image/ab67616d0000b2735c29a88ba5341ca428f0c322,Iron Maiden,https://p.scdn.co/mp3-preview/a273ab51a2b37df8efff3c1740335e438df30833?cid=b1e13d47b67249bda69ed912bb4f7133,1982,275280,56,0.0233,0.286,0.775,0.177,0.12,-6.607,0.0335,96.707,4," He's walking like a small child But watch his eyes burn you away Black holes in his golden stare God knows he wants to go home  Children of the damned Children of the damned Children of the damned Children of the damned  He's walking like a dead man If he had lived he would've crucified us all Now he's standing on his last step He thought, ""Oblivion? Well, it beckons us all""  Children of the damned Children of the damned Children of the damned Children of the damned  Now it's burning his hands, he's turning to laugh Smiles as the flame sears his flesh Melting his face, screaming in pain Peeling the skin from his eyes Watch him die according to plan He's dust on the ground, what did we learn?  Oh, oh-oh-oh-oh-oh Oh, oh-oh-oh-oh-oh Oh, oh-oh-oh-oh-oh Oh, oh-oh-oh-oh-oh Oh, oh-oh-oh-oh-oh Oh, oh-oh-oh-oh-oh Oh, oh-oh-oh-oh-oh Oh, oh-oh-oh-oh-oh
 You're children of the damned Your backs' against the wall You turn into the light You're burning in the night You're children of the damned Like candles, watch them burn Burning in the light You'll burn again tonight Children of the damned"
19,Blood Brothers - 2015 Remaster,Brave New World (2015 Remaster),https://i.scdn.co/image/ab67616d0000b273e1c50403652529dccf16f84c,Iron Maiden,https://p.scdn.co/mp3-preview/684d7a32b42fd539cbc59148952b87be7a0bcfc4?cid=b1e13d47b67249bda69ed912bb4f7133,2000,434293,56,0.0501,0.243,0.809,0.0338,0.133,-6.316,0.0479,182.679,3," If you're taking a walk through the garden of life What do you think you'd expect you would see? Just like a mirror reflecting the moves of your life And in the river reflections of me  Just for a second a glimpse of my father I see And in a movement he beckons to me And in a moment the memories are all that remain And all the wounds are reopen again  We're blood brothers, we're blood brothers We're blood brothers, we're blood brothers  And as you look all around at the world in dismay What do you see, do you think we have learned? Not if you're taking a look at the war-torn affray Out in the streets where the babies are burnt  We're blood brothers, we're blood brothers We're blood brothers, we're blood brothers
 There are times when I feel I'm afraid for the world There are times I'm ashamed of us all When you're floating on all the emotion you feel And reflecting the good and the bad  Will we ever know what the answer to life really is? Can you really tell me what life is? Maybe all the things that you know that are precious to you Could be swept away by fate's own hand  We're blood brothers, we're blood brothers We're blood brothers, we're blood brothers   When you think that we've used all our chances And the chance to make everything right Keep on making the same old mistakes Makes untipping the balance so easy When we're living our lives on the edge Say a prayer on the book of the dead
  We're blood brothers, we're blood brothers We're blood brothers, we're blood brothers We're blood brothers, we're blood brothers We're blood brothers, we're blood brothers  And if you're taking a walk through the garden of life"
20,Stratego,Senjutsu,https://i.scdn.co/image/ab67616d0000b2739dded020fbe39dc9c3d3122f,Iron Maiden,https://p.scdn.co/mp3-preview/d82c24f32c2c95b928c3f0379a1a514b6a77aac0?cid=b1e13d47b67249bda69ed912bb4f7133,2021-09-03,299946,54,0.000144,0.473,0.968,0.0347,0.612,-7.297,0.0642,138.054,4," How do you read a madman's mind? Teach me the art of war For I shall bring more than you bargained for Give me an ultimatum That I could not dream of Spills of a crying nation upon my soul  For I have not a mortal soul That you already know Look at my eyes There’s no surprise  Ocean is black, the devil's track Looking beyond beneath the sea Eye of the storm is here again Been there before you were ever born Beyond the dark, I feel the pain It's hidden but I can’t explain A cross to bear, a heavy faith My sorrow whispers time again  I hear you calling my name Come to claim my life again Pray for me I'm almost there The pain almost too much to bear
 I try to find my way back home To feel the same again The voice of nothing listened far too long Little by little eat away I think I've lost my mind Too late to change now what I left behind  Hear me, listen my call I am ready to fall Lord hear me now Let me go   Ocean is black, the devil's track Looking beyond beneath the sea Eye of the storm is here again Been there before you were ever born Beyond the dark, I feel the pain It's hidden but I can't explain A cross to bear, a heavy faith My sorrow whispers time again"
21,Afraid to Shoot Strangers - 2015 Remaster,Fear of the Dark (2015 Remaster),https://i.scdn.co/image/ab67616d0000b2730dda9c11454b9053d07f585a,Iron Maiden,https://p.scdn.co/mp3-preview/025e70c3d8d89fe021dc44b179f78a4fc2aafda3?cid=b1e13d47b67249bda69ed912bb4f7133,1992,416560,55,0.00325,0.279,0.817,0.0346,0.0855,-5.331,0.0458,156.64,3," Lying awake at night I wipe the sweat from my brow But it's not the fear Cause I'd rather go now Trying to visualize The horrors that will lay ahead The desert sand mound a burial ground  When it comes to the time Are we partners in crime? When it comes to the time We'll be ready to die  God, let us go now And finish what's to be done Thy Kingdom come Thy shall be done on Earth Trying to justify to ourselves The reasons to go Should we live and let live? Forget or forgive?  But how can we let them go on this way? The reign of terror, corruption must end And we know deep down There's no other way No trust, no reasoning, no more to say  Afraid to shoot strangers Afraid to shoot strangers   Afraid, afraid to shoot strangers Afraid, afraid to shoot strangers Afraid, afraid to shoot strangers Afraid, afraid to shoot strangers Afraid, afraid to shoot strangers Afraid, afraid to shoot strangers Afraid, afraid to shoot strangers Afraid, afraid to shoot strangers
  Afraid to shoot strangers Afraid to shoot strangers Afraid to shoot strangers Afraid to shoot strangers"
