,track,album,album_cover,artist,sample,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,lyrics
10,Masters of War,Masters of War,https://i.scdn.co/image/ab67616d0000b27349577baa6d847f685fc4262a,Amon Amarth,https://p.scdn.co/mp3-preview/57ec568a4c6a2d3b8e12ba117c6ca47f763d6754?cid=b1e13d47b67249bda69ed912bb4f7133,2021-05-28,274202,50,4.43e-05,0.41,0.992,0.878,0.121,-5.978,0.095,123.933,4," Strike Fast and hard show no mercy for these men The vermin of Christ prophets of lies and their disciples Seek them out hunt them down Break their spirits crush their hearts Not even death will set them free from this pain  Charge Ride them down as they flee from our steel Draw their blood make them suffer Before they die by war-field sacrifice Wipe them out Burn their homes burn their fields Feed the wolves with their offspring annihilate them all   Masters of War torment every soul Rape every whore that carries the cross Masters of War torment every soul Enslave everyone that carries the cross  Fire Burn them all burn them alive Send their souls to Deathqueens hall To the land of cold burning flames Send them to the land of famine and despair Eternally they will starve and freeze
  Masters  Masters  Masters  Masters  Masters of War"
11,Tattered Banners And Bloody Flags,Twilight Of The Thunder God,https://i.scdn.co/image/ab67616d0000b2739203fd1f5c23f0ad92ce63fa,Amon Amarth,https://p.scdn.co/mp3-preview/96879b04e602634e937931e09bc38b2ac6ce18f2?cid=b1e13d47b67249bda69ed912bb4f7133,2008-09-30,270066,49,2.04e-05,0.463,0.951,0.329,0.13,-5.201,0.0625,102.52,4," There comes  Lopt   the treacherous Lusting for revenge He leads the legions of the dead Towards the Aesirs realm The march in full battle dress With faces grim and pale Tattered banners and bloody flags Rusty spears and blades  Cries ring out loud and harsh From cracked and broken horns Long forgotten battle cries In strange and foreign tongues Spear and sword clash rhythmically Against the broken shields they beat They bring their hate and anarchy Onto  Vigrids battlefield  There comes Lopt the treacherous He stands against the God His army grim and ravenous Lusting for their blood  Nowhere is longer safe The earth moves under our feet The great world tree Yggdrasil Trembles to its roots Sons of  Muspel  gird the field Behind them  Midgard  burns Hryms  horde march from  Nifelheim And then Fenris wolf returns  Heimdal grips the Giallarhorn He sounds that dreaded note Oden rides to quest the  Norns But their web is torn The Aesir  rides out to war With armor shining bright Followed by the  Einherjer See  Valkyries  ride
 Nowhere is longer safe The earth moves under our feet The great world tree Yggdrasil Trembles to its roots Sons of Muspel gird the field Behind them Midgard burns Hryms horde march from Nifelheim And then Fenris wolf returns"
12,Get in the Ring,The Great Heathen Army,https://i.scdn.co/image/ab67616d0000b273cef752c967d00bd5492efbbd,Amon Amarth,https://p.scdn.co/mp3-preview/6220689c4d3ff89ce7cda836342089f126fef022?cid=b1e13d47b67249bda69ed912bb4f7133,2022-08-05,264880,52,0.000194,0.511,0.993,0.00648,0.449,-6.551,0.0883,134.989,4," You smile at me through lying teeth Then you talk behind my back You think Im blind that I dont see The mask you wear begins to crack Your words bore me to death Youre a wasp without a sting When youre done wasting breath You can find me in the ring  Bring it on If you dare Will you run? Are you scared?  Im waiting here so come at me Lets fight it out man to man If you flee your fate is sealed Get in the ring make your stand  The coward thinks hell always live If he keeps himself from strife But old age leaves him not in peace Though spеars may spare his life The fool thinks that hе knows it all While he sits in sheltered nest Lost for words when reality calls As hes put to the test  Your slander shows your inner fear Hiding behind words of spite But the Heathen law is clear I challenge you to a fight Choose blade sword or axe It doesnt matter what you bring When the sun begins to wax Come find me in the ring
 Bring it on Nowhere to hide Time to face Your demise  Im waiting here so come at me Lets fight it out man to man If you flee your fate is sealed Youll die by my hand  Youre a dog without a bite And your taunts are uninspired Its better that you stand and fight Cause if you run youll only die tired"
13,Destroyer of the Universe,Surtur Rising,https://i.scdn.co/image/ab67616d0000b273167da3d8d7e504aa26076b60,Amon Amarth,https://p.scdn.co/mp3-preview/6787dd13d2ad21823bcaee31f25dd61b0b431897?cid=b1e13d47b67249bda69ed912bb4f7133,2011-03-29,221093,49,1.66e-05,0.318,0.986,0.699,0.0701,-4.547,0.0849,177.67,4," I rise up from Muspelheim My fury is sublime The sword I bring burns violently With wild and lethal flames I march against the asagods To bring the end of time I am pure and endless pain And Surtur is my name  See me rise the mighty Surt Destroyer of the universe Bringer of flames and endless hurt Scorcher of men and earth See me rise the mighty Surt Destroyer of the universe Bringer of flames and endless hurt Scorcher of men and earth   Swordless Frej with horn in hand Rises to his final stand He doesnt stand a single chance Ill split his living corpse in half And yet he stabbed me in the eye He drove the horn in deep The overwhelming raging pain Is driving me insane  The waves of flames that Ive unleashed Will eat us all alive The rage that burns within my heart Is uncontrolled and wild And now everything shall die Massive waves consume us all the ocean is released Our dying world quakes underneath And sinks into the sea And now nothing will survive Extinction waits for everyone For gods and men alike When all are gone of the old world A new one will arise
  See me rise the mighty Surt Destroyer of the universe Bringer of flames and endless hurt Scorcher of men and earth See me rise the mighty Surt Destroyer of the universe Bringer of flames and endless hurt Scorcher of men and earth See me die the mighty Surt Destroyer of the universe Drowning in waves that floods the earth The beginning of a new rebirth See me die the mighty Surt Destroyer of the universe Drowning in waves that floods the earth The beginning of a new rebirth"
14,Deceiver of the Gods,Deceiver of the Gods,https://i.scdn.co/image/ab67616d0000b27372144ebe30f7aeb2b0e01aa9,Amon Amarth,https://p.scdn.co/mp3-preview/93bca3f3cee7a2c871e8c4c87911f6705de225c2?cid=b1e13d47b67249bda69ed912bb4f7133,2013-06-25,259173,50,4.09e-05,0.262,0.991,0.204,0.15,-5.373,0.167,192.858,4," Since I was born they have kept me down They have forced me to conform I will tear down The holy crown in a vengeful thunderstorm I loathe their bloody righteous ways It fills me with despise Fueling flames of violent rage I will be their worlds demise  Asgaards always been my home But Im of different blood I will overthrow their throne Deceiver deceiver of the gods  All this rage and all this hate It burns me deep inside And still it is the only thing Keeping me alive Dark ambition within my heart And its aching to break free The one true nature of my soul The giant lives in me  Kneel You all shall kneel to me Or death will set you free You all shall kneel to me Fall You all shall fall to me Vengeance will be sweet You all shall fall to me
 Asgaards always been my home But Im of different blood I will overthrow their throne Deceiver of the gods Asgaards always been my home Im born from different blood Ive come to overthrow their throne Deceiver deceiver of the gods"
15,Free Will Sacrifice,Twilight Of The Thunder God,https://i.scdn.co/image/ab67616d0000b2739203fd1f5c23f0ad92ce63fa,Amon Amarth,https://p.scdn.co/mp3-preview/4d09450f5e6b086f6cd3373e8e0e32b4bf359458?cid=b1e13d47b67249bda69ed912bb4f7133,2008-09-30,248746,48,4.49e-05,0.389,0.991,0.106,0.184,-5.155,0.0667,171.072,4," See them gathered on the plains now See an army strong and vast As long as one of us remains here None of them will ever pass  Here they come so raise the shields high Like wolves they show their teeth None of us will ever yield now To the scavengers beneath Were outnumbered ten to one here Still I love the odds We will sacrifice them one by one Send them off to the gods  Soon we will be gone A free will sacrifice As free men we are born And free we shall die  Here they come ten thousand strong Charging up the hill This day will be both hard and long They move in for the kill  Hold the line dont let it break Use your sword and spear A glory death for all awaits All who knows no fear Hordes of men they hit the shields Like waves to break away We face our  woven destiny And we wont fear the grave  Soon we will be gone A free will sacrifice As free men we are born And free we shall die
A free will sacrifice As free men we are born And free we shall die"
16,Saxons and Vikings,The Great Heathen Army,https://i.scdn.co/image/ab67616d0000b273cef752c967d00bd5492efbbd,Amon Amarth,https://p.scdn.co/mp3-preview/e0f8c10696d057705d2611559c955e055f6770cb?cid=b1e13d47b67249bda69ed912bb4f7133,2022-08-05,295333,50,0.00143,0.469,0.98,3.59e-05,0.131,-6.204,0.075,174.943,4," Marching south were Wessex bound We shall take King Alfreds crown It doesnt matter if he stands or flees We will bring him to his knees Weve laid waste to Mercia We have conquered York We ravaged all these lands Without an ounce of remorse  Another day another fight We are here to win it all There is no truce in sight Tween Saxons and Vikings We carry on we will not cease Relentless til your fall And there is no hope for peace Tween Saxons and Vikings  We Saxons stand in Alfreds name Well make you bleed our land regained Our battle cry is England free and one You have taken Saxon blood Youll pay the price in pain We raise our flags with pride and steel This is the end of Danelaw Send you back from whence you came Youll never conquer Wessex land Make your threats were not afraid Youll taste our English steel  Another day another fight Were here to win it all But there is no truce in sight Tween Saxons and Vikings We carry on we will not yield God is on our side There is no hope for peace Tween Saxons and Vikings
 Well have your heads You pagan scum Youll soon be dead Well smash thy skulls The wolves will tear your flesh Your skin will soon be threshed You sons of whores Satans spawn Come get some more You spineless dogs The rooks will take your eyes Were all about to die Miscreants Veslingur You Godless ones Nithingur Well drench this field in blood Well send you to your God Bitches brood Arka Well run you through Bakrauf Well break your legs like twigs And gut you all like pigs
 We cant live side by side Theres no truce in sight Bloodlust fills our savaged hearts Who will live or die Blood will soak this battlefield Who will live and who will die There is no hope  Another day another fight The battle rages on There is no truce in sight Tween Saxons and Vikings At Eddington the battle stands That will determine all Who will rule this English land Saxons or Vikings Saxons or Vikings"
17,Cry Of The Black Birds,With Oden On Our Side,https://i.scdn.co/image/ab67616d0000b273a8eb1699ff0cb3cc55f1b3af,Amon Amarth,https://p.scdn.co/mp3-preview/2725050c5730596f1c59f1bf01f659999fd68c35?cid=b1e13d47b67249bda69ed912bb4f7133,2006-10-03,229773,48,2.14e-06,0.231,0.932,0.513,0.0832,-4.051,0.0654,174.046,4," Raise your swords up high See the black birds fly Let them hear your rage Show no fear Attack  Charge your horses across the fields Together we ride into destiny Have no fear of death when its your time Odin will bring us home when we die  The ground trembles under us As we make our thunder charge The pounding hooves spread panic and fear Into their hearts Our helmets shine in the sun As we near their wall of shields Some of them turn and run When they hear our frenzied screams  Draw your swords to strike Hear the black birds cry Let them feel your hate Show no fear  Charge your horses across the fields Together we ride into destiny Have no fear of death when its our time Odin will bring us home when we die  The enemy are in disarray Ride them down as they run Send them to their fallen graves Dont spare anyone
Dead and wounded lie all around See the pain in their eyes Over the field an eerie sound As we hear the ravens cry"
18,Ravens Flight,Berserker,https://i.scdn.co/image/ab67616d0000b273e70aac569b94abd971112f1b,Amon Amarth,https://p.scdn.co/mp3-preview/57f8eb31b0d7f91d1f08a161dcce74c99e910c8c?cid=b1e13d47b67249bda69ed912bb4f7133,2019-05-03,320613,48,0.0005,0.484,0.996,0.0817,0.382,-5.045,0.12,120.041,4," As the first light touched the waves And the ravens cawed across the bay A mighty fleet with red white sails Three hundred viking ships were on their way  War  With thirst for blood and all out war A thirst thats aching through our hearts and bones Were heading west to distant shores To avenge our father and to win the throne They think their god will save their skin But all resistance will be in vain We stare at death with crimson grins With Odins help we cannot fail  We hold our heads up to the sky And know that we will never die As long as we stand side by side As long as we can see the ravens fly Ravens fly Ravens fly  War  Heading to Northumbraland Come what may we wont back down When horns of war begin to sound Aellas head will lose its crown  Come what may we hold our heads up to the sky And know that we will never die As long as Odins on our side  We hold our heads up to the sky And know that we will never die As long as we stand side by side As long as we can see the ravens fly Ravens fly Ravens fly
  We hold our heads up to the sky And know that we will never die As long as we stand side by side As long as we can see the ravens fly We hold our heads up to the sky And know that we will never die As long as we stand side by side As long as we can see the ravens fly Ravens fly See the ravens fly"
19,The Way of Vikings,Jomsviking,https://i.scdn.co/image/ab67616d0000b273a6c97e91aad5eecb10919b15,Amon Amarth,https://p.scdn.co/mp3-preview/8c37df218b7f4b6ee2b6d6cdc20951ba87acf428?cid=b1e13d47b67249bda69ed912bb4f7133,2016-03-25,311293,48,2.44e-05,0.506,0.944,0.322,0.144,-4.752,0.0711,140.0,4," Whirling dust in morning air two warriors in the ring With the strength of two great bears They make their weapons sing Sparks fly high when steel meets steel And no one can believe That these two men are best friends not enemies  They lash out with ferocious force The fight grows more intense But each avoid the others sword as if by seventh sense Their muscles ache their bones are sore But none of them will yield They fight a two-man practice war as enemies  Faster Stronger Fight until your dying breath Fiercer Harder This is a matter of life and death  Full on fight in training Its the way of vikings Every muscle straining Its the way of the Jomsvikings These men aim to shatter Its the way of vikings This is how we battle Its the way of the Jomsvikings  Whirling dust in morning air two warriors in the ring With the strength of two great bears They make their weapons sing
Sparks fly high when steel meets steel And no one can believe That these two men are best friends not enemies  Sun beats down with intense heat The swordsmen start to break Pain shoots through their tired feet with every step they take In this fight of iron wills One man takes a knee The other goes for the kill like an enemy  Faster Stronger Fight until your dying breath Fiercer Harder This is a matter of life and death  Full on fight in training Its the way of vikings Every muscle straining Its the way of the Jomsvikings
These men aim to shatter Its the way of vikings This is how we battle Its the way of the Jomsvikings"
20,Oden Owns You All,The Great Heathen Army,https://i.scdn.co/image/ab67616d0000b273cef752c967d00bd5492efbbd,Amon Amarth,https://p.scdn.co/mp3-preview/bcddeb7cdf1d64396c861dd62bf7e65add51d43d?cid=b1e13d47b67249bda69ed912bb4f7133,2022-08-05,257693,48,0.000281,0.412,0.969,0.0362,0.266,-6.78,0.0589,199.983,4," On the brink of all-out war Hear rattling weapons roar Howling for blood and gore A slaughter never seen before Armies gathered on this plain Before arrows start to rain Bitter feud a hate campaign Words of truce spoken in vain  Hail the brave Hail the strong Never shall you bend and you shall never yield Let the steel sing its song Echoing across this glory battlefield  As my spear flies above your heads Hear my battle call Soon your ranks will join the dead Oden owns you all Now these men a world apart All with hate wrath at heart Making war their deadly art Let the mayhem start  Hail the strong Hail the brave Never shall you bend. Relentless til the end Glory waits beyond the grave Over foe and friend darkness will descend  As my spear flies above your head All enemies shall fall Once your ranks have joined the dead Oden owns you all
Hearts on fire blood and steel You will die or you will kneel Death will follow you cant hide Oden owns you join his side  As my spear flies above your heads Hear my battle call Soon your ranks will join the dead Oden owns you all Over fields over mountains the conflict will carry on But after eons of warfare who can tell who has won?  On the brink of all-out war Hear rattling weapons roar Howling for blood and gore A slaughter never seen before"
21,Varyags Of Miklagaard,Twilight Of The Thunder God,https://i.scdn.co/image/ab67616d0000b2739203fd1f5c23f0ad92ce63fa,Amon Amarth,https://p.scdn.co/mp3-preview/b4c0568bd209367f4a3f30edd72a8cc07453385f?cid=b1e13d47b67249bda69ed912bb4f7133,2008-09-30,258186,46,2.06e-05,0.502,0.98,0.0256,0.102,-4.479,0.0591,121.962,4," Miklagaard  has been our home For twenty years or more Weve lent our axes spears and swords In service of the emperor We are loyal warriors Thats the oath we gave To protect the emperor Even to a violent grave  Our loyalty was always firm We kept our given word On these southern battlefields Our northern war cries roared Battles have been fought Many gave their lives But all who died by axe and sword Were called to hall up high  Our time here is now at end Cant help but reminisce A cold spring day so long ago When we set out to sea  We set out from Svitjods shores With dreams of fame and gold And the work of weaving Norns Was for us unknown  We were loyal warriors Thats the oath we gave To protect the emperor Even to the grave Its time to take farewell We have been resolved From the sacred oath we gave Its time to go back home  Our time here is now at end Our memories will stay Of Miklagard our southern home Until the end of days
 We set out from Svitjods shores With honor and rewards We return back home We return back home With honor and rewards We return back home We return we return We return back home We return we return We return back home"
